sequence,ALS_Data
440,1499.000000
441,1498.000000
442,1498.000000
443,1498.000000
444,1497.000000
445,1498.000000
446,1498.000000
447,1498.000000
448,1498.000000
449,1497.000000
450,1498.000000
451,1496.000000
452,1499.000000
453,1498.000000
454,1496.000000
455,1498.000000
456,1498.000000
457,1497.000000
458,1496.000000
459,1498.000000
460,1497.000000
461,1498.000000
462,1498.000000
463,1498.000000
464,1496.000000
465,1500.000000
466,1498.000000
467,1498.000000
468,1498.000000
469,1497.000000
470,1498.000000
471,1497.000000
472,1498.000000
473,1498.000000
474,1498.000000
475,1499.000000
476,1496.000000
477,1500.000000
478,1499.000000
479,1498.000000
480,1498.000000
481,1496.000000
482,1495.000000
483,1498.000000
484,1498.000000
485,1498.000000
486,1496.000000
487,1498.000000
488,1497.000000
489,1495.000000
490,1498.000000
491,1499.000000
492,1498.000000
493,1498.000000
494,1498.000000
495,1498.000000
496,1497.000000
497,1496.000000
498,1499.000000
499,1498.000000
500,1498.000000
501,1498.000000
502,1496.000000
503,1496.000000
504,1499.000000
505,1498.000000
506,1498.000000
507,1498.000000
508,1497.000000
509,1498.000000
510,1497.000000
511,1496.000000
512,1498.000000
513,1498.000000
514,1498.000000
515,1500.000000
516,1496.000000
517,1499.000000
518,1498.000000
519,1496.000000
520,1498.000000
521,1498.000000
522,1498.000000
523,1497.000000
524,1498.000000
525,1497.000000
526,1498.000000
527,1497.000000
528,1496.000000
529,1498.000000
530,1496.000000
531,1495.000000
532,1496.000000
533,1496.000000
534,1496.000000
535,1494.000000
536,1496.000000
537,1496.000000
538,1496.000000
539,1496.000000
540,1497.000000
541,1497.000000
542,1495.000000
543,1498.000000
544,1496.000000
545,1496.000000
546,1494.000000
547,1493.000000
548,1492.000000
549,1491.000000
550,1492.000000
551,1496.000000
552,1493.000000
553,1496.000000
554,1492.000000
555,1494.000000
556,1494.000000
557,1496.000000
558,1496.000000
559,1496.000000
560,1496.000000
561,1494.000000
562,1494.000000
563,1496.000000
564,1496.000000
565,1496.000000
566,1497.000000
567,1498.000000
568,1498.000000
569,1498.000000
570,1495.000000
571,1496.000000
572,1497.000000
573,1497.000000
574,1496.000000
575,1496.000000
576,1496.000000
577,1496.000000
578,1497.000000
579,1497.000000
580,1498.000000
581,1496.000000
582,1496.000000
583,1496.000000
584,1498.000000
585,1496.000000
586,1497.000000
587,1497.000000
588,1497.000000
589,1495.000000
590,1497.000000
591,1496.000000
592,1498.000000
593,1496.000000
594,1498.000000
595,1498.000000
596,1498.000000
597,1496.000000
598,1498.000000
599,1495.000000
600,1498.000000
601,1498.000000
602,1496.000000
603,1498.000000
604,1494.000000
605,1498.000000
606,1498.000000
607,1498.000000
608,1496.000000
609,1496.000000
610,1498.000000
611,1498.000000
612,1497.000000
613,1497.000000
614,1496.000000
615,1498.000000
616,1498.000000
617,1497.000000
618,1498.000000
619,1498.000000
620,1496.000000
621,1498.000000
622,1498.000000
623,1496.000000
624,1496.000000
625,1497.000000
626,1496.000000
627,1496.000000
628,1497.000000
629,1497.000000
630,1496.000000
631,1498.000000
632,1494.000000
633,1494.000000
634,1498.000000
635,1498.000000
636,1496.000000
637,1496.000000
638,1496.000000
639,1497.000000
640,1496.000000
641,1496.000000
642,1496.000000
643,1497.000000
644,1497.000000
645,1498.000000
646,1498.000000
647,1496.000000
648,1498.000000
649,1498.000000
650,1498.000000
651,1495.000000
652,1496.000000
653,1497.000000
654,1496.000000
655,1494.000000
656,1496.000000
657,1498.000000
658,1498.000000
659,1498.000000
660,1498.000000
661,1498.000000
662,1496.000000
663,1498.000000
664,1498.000000
665,1496.000000
666,1497.000000
667,1498.000000
668,1498.000000
669,1495.000000
670,1498.000000
671,1498.000000
672,1498.000000
673,1498.000000
674,1499.000000
675,1498.000000
676,1498.000000
677,1498.000000
678,1497.000000
679,1494.000000
680,1496.000000
681,1497.000000
682,1498.000000
683,1498.000000
684,1498.000000
685,1496.000000
686,1498.000000
687,1498.000000
688,1498.000000
689,1498.000000
690,1496.000000
691,1498.000000
692,1496.000000
693,1497.000000
694,1498.000000
695,1498.000000
696,1496.000000
697,1496.000000
698,1498.000000
699,1496.000000
700,1498.000000
701,1498.000000
702,1498.000000
703,1498.000000
704,1494.000000
705,1497.000000
706,1492.000000
707,1496.000000
708,1498.000000
709,1496.000000
710,1498.000000
711,1496.000000
712,1498.000000
713,1498.000000
714,1498.000000
715,1498.000000
716,1496.000000
717,1498.000000
718,1496.000000
719,1496.000000
720,1495.000000
721,1497.000000
722,1496.000000
723,1498.000000
724,1498.000000
725,1496.000000
726,1498.000000
727,1498.000000
728,1498.000000
729,1498.000000
730,1493.000000
731,1497.000000
732,1498.000000
733,1496.000000
734,1498.000000
735,1498.000000
736,1498.000000
737,1496.000000
738,1496.000000
739,1498.000000
740,1498.000000
741,1498.000000
742,1498.000000
743,1498.000000
744,1497.000000
745,1495.000000
746,1495.000000
747,1496.000000
748,1498.000000
749,1497.000000
750,1496.000000
751,1498.000000
752,1499.000000
753,1498.000000
754,1496.000000
755,1498.000000
756,1495.000000
757,1496.000000
758,1498.000000
759,1498.000000
760,1496.000000
761,1498.000000
762,1498.000000
763,1498.000000
764,1498.000000
765,1498.000000
766,1498.000000
767,1498.000000
768,1495.000000
769,1497.000000
770,1497.000000
771,1498.000000
772,1498.000000
773,1498.000000
774,1496.000000
775,1496.000000
776,1498.000000
777,1498.000000
778,1498.000000
779,1498.000000
780,1498.000000
781,1496.000000
782,1498.000000
783,1498.000000
784,1496.000000
785,1498.000000
786,1496.000000
787,1496.000000
788,1498.000000
789,1496.000000
790,1496.000000
791,1498.000000
792,1498.000000
793,1498.000000
794,1497.000000
795,1499.000000
796,1498.000000
797,1498.000000
798,1497.000000
799,1498.000000
800,1498.000000
801,1498.000000
802,1498.000000
803,1498.000000
804,1498.000000
805,1498.000000
806,1498.000000
807,1498.000000
808,1499.000000
809,1496.000000
810,1498.000000
811,1497.000000
812,1495.000000
813,1498.000000
814,1498.000000
815,1496.000000
816,1496.000000
817,1500.000000
818,1498.000000
819,1498.000000
820,1496.000000
821,1498.000000
822,1496.000000
823,1495.000000
824,1497.000000
825,1498.000000
826,1498.000000
827,1497.000000
828,1496.000000
829,1498.000000
830,1498.000000
831,1498.000000
832,1498.000000
833,1498.000000
834,1496.000000
835,1494.000000
836,1498.000000
837,1498.000000
838,1498.000000
839,1498.000000
840,1498.000000
841,1498.000000
842,1498.000000
843,1496.000000
844,1498.000000
845,1498.000000
846,1497.000000
847,1498.000000
848,1497.000000
849,1497.000000
850,1494.000000
851,1496.000000
852,1498.000000
853,1497.000000
854,1498.000000
855,1498.000000
856,1498.000000
857,1498.000000
858,1494.000000
859,1498.000000
860,1497.000000
861,1497.000000
862,1498.000000
863,1498.000000
864,1496.000000
865,1498.000000
866,1498.000000
867,1498.000000
868,1498.000000
869,1497.000000
870,1498.000000
871,1498.000000
872,1498.000000
873,1498.000000
874,1498.000000
875,1498.000000
876,1498.000000
877,1496.000000
878,1496.000000
879,1498.000000
880,1498.000000
881,1496.000000
882,1498.000000
883,1498.000000
884,1498.000000
885,1498.000000
886,1498.000000
887,1498.000000
888,1497.000000
889,1498.000000
890,1497.000000
891,1498.000000
892,1498.000000
893,1498.000000
894,1496.000000
895,1496.000000
896,1498.000000
897,1496.000000
898,1496.000000
899,1498.000000
900,1498.000000
901,1497.000000
902,1496.000000
903,1497.000000
904,1496.000000
905,1498.000000
906,1498.000000
907,1496.000000
908,1496.000000
909,1496.000000
910,1498.000000
911,1496.000000
912,1498.000000
913,1498.000000
914,1498.000000
915,1496.000000
916,1495.000000
917,1497.000000
918,1498.000000
919,1498.000000
920,1498.000000
921,1498.000000
922,1495.000000
923,1496.000000
924,1498.000000
925,1498.000000
926,1497.000000
927,1498.000000
928,1496.000000
929,1497.000000
930,1495.000000
931,1498.000000
932,1497.000000
933,1498.000000
934,1497.000000
935,1496.000000
936,1498.000000
937,1496.000000
938,1497.000000
939,1494.000000
940,1495.000000
941,1496.000000
942,1497.000000
943,1494.000000
944,1498.000000
945,1497.000000
946,1498.000000
947,1498.000000
948,1498.000000
949,1497.000000
950,1496.000000
951,1497.000000
952,1497.000000
953,1497.000000
954,1497.000000
955,1496.000000
956,1494.000000
957,1497.000000
958,1498.000000
959,1498.000000
960,1498.000000
961,1496.000000
962,1498.000000
963,1498.000000
964,1495.000000
965,1494.000000
966,1496.000000
967,1496.000000
968,1496.000000
969,1494.000000
970,1496.000000
971,1498.000000
972,1498.000000
973,1498.000000
974,1495.000000
975,1498.000000
976,1498.000000
977,1496.000000
978,1496.000000
979,1496.000000
980,1497.000000
981,1496.000000
982,1496.000000
983,1496.000000
984,1492.000000
985,1494.000000
986,1494.000000
987,1494.000000
988,1494.000000
989,1493.000000
990,1492.000000
991,1492.000000
992,1491.000000
993,1490.000000
994,1491.000000
995,1490.000000
996,1490.000000
997,1490.000000
998,1490.000000
999,1490.000000
1000,1488.000000
1001,1486.000000
1002,1486.000000
1003,1486.000000
1004,1483.000000
1005,1482.000000
1006,1481.000000
1007,1480.000000
1008,1480.000000
1009,1477.000000
1010,1478.000000
1011,1478.000000
1012,1480.000000
1013,1482.000000
1014,1482.000000
1015,1484.000000
1016,1485.000000
1017,1485.000000
1018,1484.000000
1019,1483.000000
1020,1483.000000
1021,1483.000000
1022,1480.000000
1023,1480.000000
1024,1476.000000
1025,1472.000000
1026,1458.000000
1027,1462.000000
1028,1484.000000
1029,1483.000000
1030,1490.000000
1031,1490.000000
1032,1491.000000
1033,1492.000000
1034,1493.000000
1035,1494.000000
1036,1494.000000
1037,1494.000000
1038,1494.000000
1039,1494.000000
1040,1494.000000
1041,1495.000000
1042,1496.000000
1043,1494.000000
1044,1496.000000
1045,1496.000000
1046,1495.000000
1047,1497.000000
1048,1497.000000
1049,1498.000000
1050,1498.000000
1051,1498.000000
1052,1498.000000
1053,1496.000000
1054,1496.000000
1055,1497.000000
1056,1495.000000
1057,1498.000000
1058,1498.000000
1059,1497.000000
1060,1498.000000
1061,1498.000000
1062,1497.000000
1063,1499.000000
1064,1499.000000
1065,1498.000000
1066,1498.000000
1067,1498.000000
1068,1498.000000
1069,1498.000000
1070,1498.000000
1071,1498.000000
1072,1498.000000
1073,1498.000000
1074,1498.000000
1075,1498.000000
1076,1496.000000
1077,1496.000000
1078,1498.000000
1079,1498.000000
1080,1498.000000
1081,1498.000000
1082,1496.000000
1083,1498.000000
1084,1498.000000
1085,1496.000000
1086,1498.000000
1087,1496.000000
1088,1498.000000
1089,1497.000000
1090,1496.000000
1091,1498.000000
1092,1496.000000
1093,1498.000000
1094,1496.000000
1095,1498.000000
1096,1498.000000
1097,1498.000000
1098,1498.000000
1099,1497.000000
1100,1498.000000
1101,1497.000000
1102,1496.000000
1103,1496.000000
1104,1498.000000
1105,1498.000000
1106,1498.000000
1107,1498.000000
1108,1498.000000
1109,1496.000000
1110,1498.000000
1111,1496.000000
1112,1498.000000
1113,1499.000000
1114,1498.000000
1115,1499.000000
1116,1498.000000
1117,1496.000000
1118,1496.000000
1119,1498.000000
1120,1498.000000
1121,1498.000000
1122,1496.000000
1123,1496.000000
1124,1498.000000
1125,1498.000000
1126,1498.000000
1127,1500.000000
1128,1498.000000
1129,1498.000000
1130,1498.000000
1131,1498.000000
1132,1498.000000
1133,1498.000000
1134,1498.000000
1135,1498.000000
1136,1498.000000
1137,1496.000000
1138,1498.000000
1139,1496.000000
1140,1498.000000
1141,1498.000000
1142,1499.000000
1143,1498.000000
1144,1499.000000
1145,1496.000000
1146,1496.000000
1147,1498.000000
1148,1498.000000
1149,1498.000000
1150,1498.000000
1151,1498.000000
1152,1496.000000
1153,1498.000000
1154,1498.000000
1155,1498.000000
1156,1496.000000
1157,1498.000000
1158,1498.000000
1159,1496.000000
1160,1498.000000
1161,1497.000000
1162,1498.000000
1163,1496.000000
1164,1498.000000
1165,1496.000000
1166,1498.000000
1167,1498.000000
1168,1498.000000
1169,1496.000000
1170,1498.000000
1171,1498.000000
1172,1496.000000
1173,1496.000000
1174,1498.000000
1175,1497.000000
1176,1498.000000
1177,1496.000000
1178,1496.000000
1179,1497.000000
1180,1496.000000
1181,1496.000000
1182,1499.000000
1183,1498.000000
1184,1498.000000
1185,1498.000000
1186,1496.000000
1187,1498.000000
1188,1498.000000
1189,1496.000000
1190,1496.000000
1191,1498.000000
1192,1498.000000
1193,1496.000000
1194,1496.000000
1195,1498.000000
1196,1498.000000
1197,1498.000000
1198,1498.000000
1199,1496.000000
1200,1498.000000
1201,1498.000000
1202,1498.000000
1203,1498.000000
1204,1498.000000
1205,1498.000000
1206,1496.000000
1207,1498.000000
1208,1498.000000
1209,1500.000000
1210,1498.000000
1211,1496.000000
1212,1499.000000
1213,1498.000000
1214,1498.000000
1215,1498.000000
1216,1498.000000
1217,1498.000000
1218,1498.000000
1219,1498.000000
1220,1498.000000
1221,1496.000000
1222,1496.000000
1223,1496.000000
1224,1496.000000
1225,1498.000000
1226,1498.000000
1227,1496.000000
1228,1498.000000
1229,1498.000000
1230,1498.000000
1231,1498.000000
1232,1498.000000
1233,1498.000000
1234,1498.000000
1235,1496.000000
1236,1498.000000
1237,1496.000000
1238,1498.000000
1239,1496.000000
1240,1498.000000
1241,1498.000000
1242,1496.000000
1243,1496.000000
1244,1498.000000
1245,1498.000000
1246,1498.000000
1247,1498.000000
1248,1498.000000
1249,1498.000000
1250,1496.000000
1251,1496.000000
1252,1496.000000
1253,1498.000000
1254,1498.000000
1255,1496.000000
1256,1498.000000
1257,1498.000000
1258,1496.000000
1259,1498.000000
1260,1498.000000
1261,1496.000000
1262,1498.000000
1263,1497.000000
1264,1497.000000
1265,1494.000000
1266,1497.000000
1267,1496.000000
1268,1495.000000
1269,1494.000000
1270,1498.000000
1271,1495.000000
1272,1498.000000
1273,1498.000000
1274,1498.000000
1275,1497.000000
1276,1496.000000
1277,1498.000000
1278,1497.000000
1279,1498.000000
1280,1498.000000
1281,1498.000000
1282,1497.000000
1283,1495.000000
1284,1498.000000
1285,1498.000000
1286,1496.000000
1287,1496.000000
1288,1498.000000
1289,1498.000000
1290,1496.000000
1291,1497.000000
1292,1496.000000
1293,1496.000000
1294,1498.000000
1295,1498.000000
1296,1498.000000
1297,1498.000000
1298,1498.000000
1299,1496.000000
1300,1498.000000
1301,1498.000000
1302,1498.000000
1303,1498.000000
1304,1498.000000
1305,1498.000000
1306,1498.000000
1307,1498.000000
1308,1498.000000
1309,1498.000000
1310,1498.000000
1311,1498.000000
1312,1496.000000
1313,1498.000000
1314,1498.000000
1315,1498.000000
1316,1496.000000
1317,1497.000000
1318,1498.000000
1319,1496.000000
1320,1498.000000
1321,1497.000000
1322,1497.000000
1323,1494.000000
1324,1498.000000
1325,1498.000000
1326,1496.000000
1327,1498.000000
1328,1498.000000
1329,1498.000000
1330,1496.000000
1331,1496.000000
1332,1496.000000
1333,1496.000000
1334,1498.000000
1335,1498.000000
1336,1498.000000
1337,1498.000000
1338,1498.000000
1339,1496.000000
1340,1495.000000
1341,1496.000000
1342,1496.000000
1343,1497.000000
1344,1498.000000
1345,1498.000000
1346,1496.000000
1347,1498.000000
1348,1496.000000
1349,1495.000000
1350,1498.000000
1351,1499.000000
1352,1498.000000
1353,1498.000000
1354,1496.000000
1355,1498.000000
1356,1496.000000
1357,1496.000000
1358,1497.000000
1359,1497.000000
1360,1498.000000
1361,1498.000000
1362,1498.000000
1363,1496.000000
1364,1496.000000
1365,1498.000000
1366,1498.000000
1367,1498.000000
1368,1498.000000
1369,1498.000000
1370,1495.000000
1371,1498.000000
1372,1498.000000
1373,1498.000000
1374,1498.000000
1375,1496.000000
1376,1498.000000
1377,1498.000000
1378,1496.000000
1379,1498.000000
1380,1498.000000
1381,1498.000000
1382,1498.000000
1383,1496.000000
1384,1498.000000
1385,1498.000000
1386,1498.000000
1387,1498.000000
1388,1498.000000
1389,1494.000000
1390,1496.000000
1391,1495.000000
1392,1498.000000
1393,1498.000000
1394,1498.000000
1395,1498.000000
1396,1498.000000
1397,1498.000000
1398,1496.000000
1399,1496.000000
1400,1498.000000
1401,1498.000000
1402,1494.000000
1403,1498.000000
1404,1498.000000
1405,1498.000000
1406,1498.000000
1407,1496.000000
1408,1498.000000
1409,1498.000000
1410,1498.000000
1411,1498.000000
1412,1497.000000
1413,1498.000000
1414,1498.000000
1415,1498.000000
1416,1498.000000
1417,1498.000000
1418,1498.000000
1419,1494.000000
1420,1498.000000
1421,1498.000000
1422,1498.000000
1423,1498.000000
1424,1498.000000
1425,1498.000000
1426,1496.000000
1427,1494.000000
1428,1497.000000
1429,1495.000000
1430,1496.000000
1431,1498.000000
1432,1498.000000
1433,1498.000000
1434,1498.000000
1435,1498.000000
1436,1498.000000
1437,1498.000000
1438,1498.000000
1439,1498.000000
1440,1498.000000
1441,1498.000000
1442,1496.000000
1443,1498.000000
1444,1498.000000
1445,1498.000000
1446,1494.000000
1447,1496.000000
1448,1496.000000
1449,1497.000000
1450,1497.000000
1451,1496.000000
1452,1496.000000
1453,1498.000000
1454,1496.000000
1455,1496.000000
1456,1498.000000
1457,1498.000000
1458,1498.000000
1459,1497.000000
1460,1498.000000
1461,1497.000000
1462,1496.000000
1463,1498.000000
1464,1498.000000
1465,1496.000000
1466,1496.000000
1467,1496.000000
1468,1498.000000
1469,1498.000000
1470,1496.000000
1471,1498.000000
1472,1496.000000
1473,1494.000000
1474,1498.000000
1475,1498.000000
1476,1497.000000
1477,1496.000000
1478,1496.000000
1479,1498.000000
1480,1498.000000
1481,1496.000000
1482,1498.000000
1483,1496.000000
1484,1496.000000
1485,1498.000000
1486,1496.000000
1487,1498.000000
1488,1497.000000
1489,1498.000000
1490,1496.000000
1491,1498.000000
1492,1496.000000
1493,1496.000000
1494,1496.000000
1495,1498.000000
1496,1496.000000
1497,1496.000000
1498,1497.000000
1499,1498.000000
1500,1498.000000
1501,1498.000000
1502,1496.000000
1503,1498.000000
1504,1495.000000
1505,1498.000000
1506,1496.000000
1507,1497.000000
1508,1498.000000
1509,1499.000000
1510,1496.000000
1511,1496.000000
1512,1496.000000
1513,1498.000000
1514,1498.000000
1515,1495.000000
1516,1496.000000
1517,1498.000000
1518,1498.000000
1519,1497.000000
1520,1496.000000
1521,1497.000000
1522,1498.000000
1523,1497.000000
1524,1496.000000
1525,1498.000000
1526,1498.000000
1527,1496.000000
1528,1496.000000
1529,1496.000000
1530,1496.000000
1531,1498.000000
1532,1498.000000
1533,1497.000000
1534,1496.000000
1535,1497.000000
1536,1495.000000
1537,1498.000000
1538,1498.000000
1539,1498.000000
1540,1498.000000
1541,1498.000000
1542,1498.000000
1543,1496.000000
1544,1494.000000
1545,1497.000000
1546,1494.000000
1547,1496.000000
1548,1497.000000
1549,1496.000000
1550,1496.000000
1551,1496.000000
1552,1498.000000
1553,1498.000000
1554,1498.000000
1555,1498.000000
1556,1498.000000
1557,1496.000000
1558,1496.000000
1559,1497.000000
1560,1497.000000
1561,1496.000000
1562,1496.000000
1563,1494.000000
1564,1498.000000
1565,1498.000000
1566,1496.000000
1567,1498.000000
1568,1498.000000
1569,1498.000000
1570,1498.000000
1571,1497.000000
1572,1496.000000
1573,1498.000000
1574,1498.000000
1575,1496.000000
1576,1497.000000
1577,1498.000000
1578,1498.000000
1579,1498.000000
1580,1498.000000
1581,1496.000000
1582,1498.000000
1583,1497.000000
1584,1495.000000
1585,1497.000000
1586,1498.000000
1587,1498.000000
1588,1496.000000
1589,1496.000000
1590,1498.000000
1591,1498.000000
1592,1496.000000
1593,1496.000000
1594,1496.000000
1595,1498.000000
1596,1498.000000
1597,1498.000000
1598,1497.000000
1599,1497.000000
1600,1497.000000
1601,1498.000000
1602,1495.000000
1603,1498.000000
1604,1498.000000
1605,1498.000000
1606,1498.000000
1607,1498.000000
1608,1498.000000
1609,1496.000000
1610,1496.000000
1611,1498.000000
1612,1498.000000
1613,1494.000000
1614,1498.000000
1615,1498.000000
1616,1495.000000
1617,1500.000000
1618,1498.000000
1619,1498.000000
1620,1495.000000
1621,1494.000000
1622,1496.000000
1623,1496.000000
1624,1497.000000
1625,1497.000000
1626,1497.000000
1627,1496.000000
1628,1498.000000
1629,1496.000000
1630,1498.000000
1631,1498.000000
1632,1498.000000
1633,1498.000000
1634,1497.000000
1635,1497.000000
1636,1498.000000
1637,1497.000000
1638,1496.000000
1639,1495.000000
1640,1497.000000
1641,1496.000000
1642,1500.000000
1643,1498.000000
1644,1498.000000
1645,1498.000000
1646,1498.000000
1647,1498.000000
1648,1497.000000
1649,1497.000000
1650,1498.000000
1651,1497.000000
1652,1497.000000
1653,1498.000000
1654,1495.000000
1655,1495.000000
1656,1498.000000
1657,1498.000000
1658,1496.000000
1659,1498.000000
1660,1498.000000
1661,1497.000000
1662,1498.000000
