sequence,ALS_Data
1663,1496.000000
1664,1498.000000
1665,1496.000000
1666,1496.000000
1667,1498.000000
1668,1498.000000
1669,1498.000000
1670,1498.000000
1671,1496.000000
1672,1497.000000
1673,1499.000000
1674,1498.000000
1675,1496.000000
1676,1496.000000
1677,1498.000000
1678,1496.000000
1679,1498.000000
1680,1498.000000
1681,1498.000000
1682,1498.000000
1683,1498.000000
1684,1498.000000
1685,1496.000000
1686,1499.000000
1687,1498.000000
1688,1498.000000
1689,1498.000000
1690,1496.000000
1691,1498.000000
1692,1498.000000
1693,1497.000000
1694,1498.000000
1695,1498.000000
1696,1496.000000
1697,1498.000000
1698,1498.000000
1699,1498.000000
1700,1498.000000
1701,1498.000000
1702,1498.000000
1703,1498.000000
1704,1497.000000
1705,1498.000000
1706,1496.000000
1707,1496.000000
1708,1496.000000
1709,1498.000000
1710,1496.000000
1711,1496.000000
1712,1496.000000
1713,1498.000000
1714,1498.000000
1715,1496.000000
1716,1498.000000
1717,1495.000000
1718,1498.000000
1719,1498.000000
1720,1498.000000
1721,1498.000000
1722,1498.000000
1723,1498.000000
1724,1498.000000
1725,1497.000000
1726,1498.000000
1727,1498.000000
1728,1498.000000
1729,1498.000000
1730,1498.000000
1731,1495.000000
1732,1498.000000
1733,1498.000000
1734,1496.000000
1735,1498.000000
1736,1498.000000
1737,1498.000000
1738,1496.000000
1739,1498.000000
1740,1496.000000
1741,1498.000000
1742,1498.000000
1743,1496.000000
1744,1498.000000
1745,1498.000000
1746,1495.000000
1747,1498.000000
1748,1496.000000
1749,1498.000000
1750,1498.000000
1751,1498.000000
1752,1496.000000
1753,1496.000000
1754,1498.000000
1755,1496.000000
1756,1498.000000
1757,1498.000000
1758,1496.000000
1759,1498.000000
1760,1498.000000
1761,1499.000000
1762,1498.000000
1763,1498.000000
1764,1496.000000
1765,1498.000000
1766,1496.000000
1767,1498.000000
1768,1498.000000
1769,1498.000000
1770,1498.000000
1771,1498.000000
1772,1498.000000
1773,1496.000000
1774,1499.000000
1775,1496.000000
1776,1498.000000
1777,1496.000000
1778,1496.000000
1779,1496.000000
1780,1498.000000
1781,1496.000000
1782,1496.000000
1783,1498.000000
1784,1498.000000
1785,1496.000000
1786,1497.000000
1787,1498.000000
1788,1496.000000
1789,1498.000000
1790,1498.000000
1791,1498.000000
1792,1499.000000
1793,1497.000000
1794,1498.000000
1795,1498.000000
1796,1498.000000
1797,1498.000000
1798,1496.000000
1799,1499.000000
1800,1496.000000
1801,1498.000000
1802,1500.000000
1803,1496.000000
1804,1498.000000
1805,1496.000000
1806,1498.000000
1807,1498.000000
1808,1497.000000
1809,1497.000000
1810,1498.000000
1811,1498.000000
1812,1496.000000
1813,1498.000000
1814,1496.000000
1815,1500.000000
1816,1499.000000
1817,1498.000000
1818,1498.000000
1819,1499.000000
1820,1498.000000
1821,1498.000000
1822,1498.000000
1823,1497.000000
1824,1496.000000
1825,1498.000000
1826,1499.000000
1827,1499.000000
1828,1498.000000
1829,1500.000000
1830,1496.000000
1831,1498.000000
1832,1498.000000
1833,1496.000000
1834,1496.000000
1835,1498.000000
1836,1498.000000
1837,1498.000000
1838,1499.000000
1839,1498.000000
1840,1496.000000
1841,1496.000000
1842,1496.000000
1843,1496.000000
1844,1497.000000
1845,1496.000000
1846,1494.000000
1847,1498.000000
1848,1498.000000
1849,1498.000000
1850,1498.000000
1851,1498.000000
1852,1498.000000
1853,1497.000000
1854,1498.000000
1855,1498.000000
1856,1496.000000
1857,1498.000000
1858,1498.000000
1859,1498.000000
1860,1498.000000
1861,1497.000000
1862,1498.000000
1863,1498.000000
1864,1498.000000
1865,1496.000000
1866,1498.000000
1867,1496.000000
1868,1498.000000
1869,1498.000000
1870,1498.000000
1871,1498.000000
1872,1498.000000
1873,1496.000000
1874,1497.000000
1875,1498.000000
1876,1498.000000
1877,1498.000000
1878,1496.000000
1879,1498.000000
1880,1498.000000
1881,1496.000000
1882,1498.000000
1883,1497.000000
1884,1496.000000
1885,1498.000000
1886,1496.000000
1887,1498.000000
1888,1496.000000
1889,1498.000000
1890,1498.000000
1891,1498.000000
1892,1497.000000
1893,1498.000000
1894,1496.000000
1895,1496.000000
1896,1498.000000
1897,1496.000000
1898,1498.000000
1899,1496.000000
1900,1498.000000
1901,1498.000000
1902,1496.000000
1903,1496.000000
1904,1498.000000
1905,1498.000000
1906,1498.000000
1907,1498.000000
1908,1496.000000
1909,1496.000000
1910,1496.000000
1911,1498.000000
1912,1498.000000
1913,1498.000000
1914,1498.000000
1915,1496.000000
1916,1498.000000
1917,1498.000000
1918,1498.000000
1919,1496.000000
1920,1498.000000
1921,1496.000000
1922,1498.000000
1923,1496.000000
1924,1498.000000
1925,1498.000000
1926,1498.000000
1927,1497.000000
1928,1496.000000
1929,1496.000000
1930,1498.000000
1931,1497.000000
1932,1496.000000
1933,1498.000000
1934,1498.000000
1935,1498.000000
1936,1494.000000
1937,1498.000000
1938,1498.000000
1939,1497.000000
1940,1498.000000
1941,1496.000000
1942,1495.000000
1943,1498.000000
1944,1496.000000
1945,1499.000000
1946,1496.000000
1947,1498.000000
1948,1498.000000
1949,1496.000000
1950,1498.000000
1951,1498.000000
1952,1495.000000
1953,1496.000000
1954,1498.000000
1955,1498.000000
1956,1496.000000
1957,1498.000000
1958,1498.000000
1959,1498.000000
1960,1498.000000
1961,1498.000000
1962,1498.000000
1963,1496.000000
1964,1499.000000
1965,1498.000000
1966,1498.000000
1967,1496.000000
1968,1498.000000
1969,1498.000000
1970,1499.000000
1971,1494.000000
1972,1498.000000
1973,1499.000000
1974,1498.000000
1975,1496.000000
1976,1498.000000
1977,1496.000000
1978,1498.000000
1979,1496.000000
1980,1496.000000
1981,1498.000000
1982,1498.000000
1983,1498.000000
1984,1498.000000
1985,1498.000000
1986,1499.000000
1987,1498.000000
1988,1498.000000
1989,1498.000000
1990,1498.000000
1991,1498.000000
1992,1498.000000
1993,1496.000000
1994,1496.000000
1995,1496.000000
1996,1498.000000
1997,1498.000000
1998,1496.000000
1999,1498.000000
2000,1498.000000
2001,1497.000000
2002,1498.000000
2003,1498.000000
2004,1496.000000
2005,1498.000000
2006,1496.000000
2007,1499.000000
2008,1496.000000
2009,1498.000000
2010,1497.000000
2011,1498.000000
2012,1498.000000
2013,1496.000000
2014,1498.000000
2015,1498.000000
2016,1498.000000
2017,1498.000000
2018,1498.000000
2019,1496.000000
2020,1499.000000
2021,1498.000000
2022,1496.000000
2023,1494.000000
2024,1498.000000
2025,1498.000000
2026,1498.000000
2027,1496.000000
2028,1498.000000
2029,1496.000000
2030,1498.000000
2031,1498.000000
2032,1494.000000
2033,1498.000000
2034,1498.000000
2035,1498.000000
2036,1498.000000
2037,1498.000000
2038,1498.000000
2039,1498.000000
2040,1500.000000
2041,1496.000000
2042,1498.000000
2043,1494.000000
2044,1494.000000
2045,1498.000000
2046,1496.000000
2047,1498.000000
2048,1498.000000
2049,1496.000000
2050,1496.000000
2051,1499.000000
2052,1498.000000
2053,1496.000000
2054,1498.000000
2055,1496.000000
2056,1498.000000
2057,1496.000000
2058,1498.000000
2059,1498.000000
2060,1496.000000
2061,1498.000000
2062,1496.000000
2063,1498.000000
2064,1496.000000
2065,1496.000000
2066,1498.000000
2067,1498.000000
2068,1498.000000
2069,1498.000000
2070,1495.000000
2071,1498.000000
2072,1496.000000
2073,1498.000000
2074,1498.000000
2075,1494.000000
2076,1496.000000
2077,1498.000000
2078,1496.000000
2079,1498.000000
2080,1496.000000
2081,1496.000000
2082,1496.000000
2083,1498.000000
2084,1498.000000
2085,1497.000000
2086,1498.000000
2087,1497.000000
2088,1498.000000
2089,1498.000000
2090,1498.000000
2091,1498.000000
2092,1498.000000
2093,1496.000000
2094,1496.000000
2095,1497.000000
2096,1498.000000
2097,1498.000000
2098,1496.000000
2099,1498.000000
2100,1496.000000
2101,1498.000000
2102,1498.000000
2103,1496.000000
2104,1498.000000
2105,1498.000000
2106,1497.000000
2107,1498.000000
2108,1496.000000
2109,1496.000000
2110,1498.000000
2111,1498.000000
2112,1498.000000
2113,1498.000000
2114,1498.000000
2115,1498.000000
2116,1498.000000
2117,1496.000000
2118,1498.000000
2119,1498.000000
2120,1498.000000
2121,1498.000000
2122,1498.000000
2123,1498.000000
2124,1498.000000
2125,1496.000000
2126,1496.000000
2127,1496.000000
2128,1498.000000
2129,1498.000000
2130,1498.000000
2131,1498.000000
2132,1496.000000
2133,1498.000000
2134,1498.000000
2135,1498.000000
2136,1498.000000
2137,1498.000000
2138,1496.000000
2139,1498.000000
2140,1498.000000
2141,1498.000000
2142,1497.000000
2143,1496.000000
2144,1498.000000
2145,1496.000000
2146,1498.000000
2147,1498.000000
2148,1496.000000
2149,1496.000000
2150,1496.000000
2151,1498.000000
2152,1496.000000
2153,1498.000000
2154,1496.000000
2155,1498.000000
2156,1496.000000
2157,1498.000000
2158,1498.000000
2159,1498.000000
2160,1498.000000
2161,1498.000000
2162,1498.000000
2163,1498.000000
2164,1497.000000
2165,1496.000000
2166,1498.000000
2167,1498.000000
2168,1498.000000
2169,1496.000000
2170,1498.000000
2171,1497.000000
2172,1498.000000
2173,1498.000000
2174,1498.000000
2175,1498.000000
2176,1498.000000
2177,1498.000000
2178,1498.000000
2179,1496.000000
2180,1498.000000
2181,1498.000000
2182,1498.000000
2183,1496.000000
2184,1496.000000
2185,1498.000000
2186,1498.000000
2187,1498.000000
2188,1498.000000
2189,1499.000000
2190,1496.000000
2191,1498.000000
2192,1498.000000
2193,1498.000000
2194,1496.000000
2195,1496.000000
2196,1498.000000
2197,1496.000000
2198,1500.000000
2199,1498.000000
2200,1498.000000
2201,1496.000000
2202,1497.000000
2203,1498.000000
2204,1497.000000
2205,1498.000000
2206,1498.000000
2207,1498.000000
2208,1496.000000
2209,1498.000000
2210,1496.000000
2211,1498.000000
2212,1496.000000
2213,1498.000000
2214,1498.000000
2215,1496.000000
2216,1498.000000
2217,1498.000000
2218,1498.000000
2219,1497.000000
2220,1498.000000
2221,1498.000000
2222,1497.000000
2223,1497.000000
2224,1497.000000
2225,1498.000000
2226,1496.000000
2227,1498.000000
2228,1498.000000
2229,1496.000000
2230,1498.000000
2231,1498.000000
2232,1496.000000
2233,1496.000000
2234,1496.000000
2235,1498.000000
2236,1498.000000
2237,1497.000000
2238,1496.000000
2239,1498.000000
2240,1498.000000
2241,1498.000000
2242,1496.000000
2243,1498.000000
2244,1498.000000
2245,1498.000000
2246,1498.000000
2247,1498.000000
2248,1498.000000
2249,1496.000000
2250,1498.000000
2251,1496.000000
2252,1498.000000
2253,1498.000000
2254,1498.000000
2255,1498.000000
2256,1498.000000
2257,1498.000000
2258,1498.000000
2259,1498.000000
2260,1498.000000
2261,1496.000000
2262,1498.000000
2263,1497.000000
2264,1498.000000
2265,1498.000000
2266,1498.000000
2267,1494.000000
2268,1498.000000
2269,1498.000000
2270,1496.000000
2271,1498.000000
2272,1498.000000
2273,1498.000000
2274,1498.000000
2275,1496.000000
2276,1498.000000
2277,1498.000000
2278,1498.000000
2279,1496.000000
2280,1496.000000
2281,1498.000000
2282,1498.000000
2283,1498.000000
2284,1496.000000
2285,1498.000000
2286,1498.000000
2287,1497.000000
2288,1498.000000
2289,1498.000000
2290,1496.000000
2291,1498.000000
2292,1494.000000
2293,1498.000000
2294,1498.000000
2295,1496.000000
2296,1498.000000
2297,1498.000000
2298,1498.000000
2299,1498.000000
2300,1498.000000
2301,1496.000000
2302,1496.000000
2303,1498.000000
2304,1495.000000
2305,1496.000000
2306,1498.000000
2307,1498.000000
2308,1498.000000
2309,1498.000000
2310,1498.000000
2311,1498.000000
2312,1495.000000
2313,1498.000000
2314,1495.000000
2315,1496.000000
2316,1497.000000
2317,1498.000000
2318,1498.000000
2319,1497.000000
2320,1498.000000
2321,1498.000000
2322,1498.000000
2323,1498.000000
2324,1498.000000
2325,1497.000000
2326,1497.000000
2327,1495.000000
2328,1498.000000
2329,1496.000000
2330,1498.000000
2331,1496.000000
2332,1494.000000
2333,1498.000000
2334,1496.000000
2335,1499.000000
2336,1494.000000
2337,1498.000000
2338,1498.000000
2339,1498.000000
2340,1498.000000
2341,1496.000000
2342,1498.000000
2343,1498.000000
2344,1498.000000
2345,1498.000000
2346,1495.000000
2347,1498.000000
2348,1496.000000
2349,1498.000000
2350,1498.000000
2351,1498.000000
2352,1498.000000
2353,1496.000000
2354,1498.000000
2355,1496.000000
2356,1496.000000
2357,1496.000000
2358,1497.000000
2359,1499.000000
2360,1498.000000
2361,1498.000000
2362,1498.000000
2363,1497.000000
2364,1496.000000
2365,1498.000000
2366,1498.000000
2367,1498.000000
2368,1498.000000
2369,1498.000000
2370,1498.000000
2371,1498.000000
2372,1496.000000
2373,1498.000000
2374,1498.000000
2375,1496.000000
2376,1498.000000
2377,1498.000000
2378,1498.000000
2379,1498.000000
2380,1498.000000
2381,1498.000000
2382,1498.000000
2383,1496.000000
2384,1496.000000
2385,1498.000000
2386,1496.000000
2387,1496.000000
2388,1498.000000
2389,1497.000000
2390,1498.000000
2391,1498.000000
2392,1498.000000
2393,1498.000000
2394,1498.000000
2395,1498.000000
2396,1498.000000
2397,1498.000000
2398,1496.000000
2399,1495.000000
2400,1500.000000
2401,1496.000000
2402,1496.000000
2403,1496.000000
2404,1498.000000
2405,1498.000000
2406,1496.000000
2407,1498.000000
2408,1498.000000
2409,1496.000000
2410,1498.000000
2411,1496.000000
2412,1498.000000
2413,1498.000000
2414,1498.000000
2415,1496.000000
2416,1498.000000
2417,1498.000000
2418,1498.000000
2419,1496.000000
2420,1498.000000
2421,1498.000000
2422,1498.000000
2423,1498.000000
2424,1498.000000
2425,1498.000000
2426,1496.000000
2427,1498.000000
2428,1498.000000
2429,1496.000000
2430,1497.000000
2431,1498.000000
2432,1498.000000
2433,1498.000000
2434,1498.000000
2435,1498.000000
2436,1494.000000
2437,1498.000000
2438,1498.000000
2439,1498.000000
2440,1496.000000
2441,1496.000000
2442,1497.000000
2443,1495.000000
2444,1498.000000
2445,1498.000000
2446,1498.000000
2447,1498.000000
2448,1498.000000
2449,1498.000000
2450,1498.000000
2451,1499.000000
2452,1498.000000
2453,1498.000000
2454,1498.000000
2455,1498.000000
2456,1496.000000
2457,1498.000000
2458,1500.000000
2459,1498.000000
2460,1498.000000
2461,1498.000000
2462,1498.000000
2463,1498.000000
2464,1498.000000
2465,1496.000000
2466,1499.000000
2467,1496.000000
2468,1496.000000
2469,1496.000000
2470,1496.000000
2471,1496.000000
2472,1496.000000
2473,1496.000000
2474,1498.000000
2475,1498.000000
2476,1498.000000
2477,1496.000000
2478,1498.000000
2479,1498.000000
2480,1496.000000
2481,1496.000000
2482,1496.000000
2483,1498.000000
2484,1495.000000
2485,1495.000000
2486,1498.000000
2487,1498.000000
2488,1496.000000
2489,1496.000000
2490,1496.000000
2491,1498.000000
2492,1496.000000
2493,1498.000000
2494,1494.000000
2495,1496.000000
2496,1498.000000
2497,1496.000000
2498,1497.000000
2499,1498.000000
2500,1497.000000
2501,1496.000000
2502,1498.000000
2503,1497.000000
2504,1498.000000
2505,1496.000000
2506,1498.000000
2507,1498.000000
2508,1498.000000
2509,1498.000000
2510,1498.000000
2511,1498.000000
2512,1497.000000
2513,1498.000000
2514,1497.000000
2515,1496.000000
2516,1498.000000
2517,1498.000000
2518,1498.000000
2519,1496.000000
2520,1498.000000
2521,1498.000000
2522,1496.000000
2523,1497.000000
2524,1498.000000
2525,1497.000000
2526,1498.000000
2527,1498.000000
2528,1498.000000
2529,1497.000000
2530,1497.000000
2531,1498.000000
2532,1498.000000
2533,1497.000000
2534,1496.000000
2535,1498.000000
2536,1496.000000
2537,1498.000000
2538,1497.000000
2539,1497.000000
2540,1498.000000
2541,1498.000000
2542,1498.000000
2543,1498.000000
2544,1498.000000
2545,1498.000000
2546,1498.000000
2547,1496.000000
2548,1498.000000
2549,1498.000000
2550,1498.000000
2551,1498.000000
2552,1496.000000
2553,1498.000000
2554,1498.000000
2555,1496.000000
2556,1498.000000
2557,1494.000000
2558,1498.000000
2559,1498.000000
2560,1497.000000
2561,1498.000000
2562,1498.000000
2563,1498.000000
2564,1498.000000
2565,1497.000000
2566,1498.000000
2567,1495.000000
2568,1497.000000
2569,1496.000000
2570,1498.000000
2571,1497.000000
2572,1499.000000
2573,1498.000000
2574,1497.000000
2575,1496.000000
2576,1498.000000
2577,1498.000000
2578,1496.000000
2579,1498.000000
2580,1496.000000
2581,1498.000000
2582,1498.000000
2583,1498.000000
2584,1496.000000
2585,1498.000000
2586,1498.000000
2587,1497.000000
2588,1495.000000
2589,1496.000000
2590,1497.000000
2591,1498.000000
2592,1496.000000
2593,1498.000000
2594,1500.000000
2595,1498.000000
2596,1495.000000
2597,1498.000000
2598,1498.000000
2599,1496.000000
2600,1498.000000
2601,1498.000000
2602,1497.000000
2603,1498.000000
2604,1495.000000
2605,1498.000000
2606,1497.000000
2607,1496.000000
2608,1496.000000
2609,1498.000000
2610,1496.000000
2611,1494.000000
2612,1497.000000
2613,1497.000000
2614,1496.000000
2615,1498.000000
2616,1497.000000
2617,1493.000000
2618,1496.000000
2619,1496.000000
2620,1495.000000
2621,1498.000000
2622,1496.000000
2623,1497.000000
2624,1496.000000
2625,1496.000000
2626,1497.000000
2627,1496.000000
2628,1497.000000
2629,1496.000000
2630,1494.000000
2631,1496.000000
2632,1495.000000
2633,1492.000000
2634,1494.000000
2635,1494.000000
2636,1494.000000
2637,1492.000000
2638,1493.000000
2639,1492.000000
2640,1490.000000
2641,1491.000000
2642,1490.000000
2643,1490.000000
2644,1490.000000
2645,1489.000000
2646,1489.000000
2647,1489.000000
2648,1488.000000
2649,1488.000000
2650,1488.000000
2651,1488.000000
2652,1488.000000
2653,1487.000000
2654,1486.000000
2655,1486.000000
2656,1485.000000
2657,1488.000000
2658,1486.000000
2659,1487.000000
2660,1488.000000
2661,1484.000000
2662,1485.000000
2663,1485.000000
2664,1485.000000
2665,1486.000000
2666,1485.000000
2667,1488.000000
2668,1485.000000
2669,1486.000000
2670,1486.000000
2671,1486.000000
2672,1486.000000
2673,1484.000000
2674,1486.000000
2675,1486.000000
2676,1486.000000
2677,1488.000000
2678,1484.000000
2679,1485.000000
2680,1484.000000
2681,1487.000000
2682,1484.000000
2683,1485.000000
2684,1485.000000
2685,1484.000000
2686,1486.000000
2687,1487.000000
2688,1486.000000
2689,1486.000000
2690,1486.000000
2691,1485.000000
2692,1485.000000
2693,1485.000000
2694,1485.000000
2695,1486.000000
2696,1486.000000
2697,1486.000000
2698,1485.000000
2699,1487.000000
2700,1486.000000
2701,1486.000000
2702,1488.000000
2703,1486.000000
2704,1486.000000
2705,1486.000000
2706,1486.000000
2707,1486.000000
2708,1486.000000
2709,1486.000000
2710,1486.000000
2711,1486.000000
2712,1486.000000
2713,1486.000000
2714,1487.000000
2715,1489.000000
2716,1489.000000
2717,1486.000000
2718,1486.000000
2719,1486.000000
2720,1486.000000
2721,1485.000000
2722,1486.000000
2723,1485.000000
2724,1486.000000
2725,1486.000000
2726,1486.000000
2727,1486.000000
2728,1486.000000
2729,1486.000000
2730,1486.000000
2731,1486.000000
2732,1486.000000
2733,1486.000000
2734,1485.000000
2735,1486.000000
2736,1488.000000
2737,1486.000000
2738,1486.000000
2739,1486.000000
2740,1485.000000
2741,1486.000000
2742,1488.000000
2743,1486.000000
2744,1486.000000
2745,1486.000000
2746,1486.000000
2747,1486.000000
2748,1486.000000
2749,1486.000000
2750,1486.000000
2751,1486.000000
2752,1488.000000
2753,1486.000000
2754,1488.000000
2755,1486.000000
2756,1486.000000
2757,1488.000000
2758,1486.000000
2759,1486.000000
2760,1486.000000
2761,1486.000000
2762,1486.000000
2763,1486.000000
2764,1486.000000
2765,1486.000000
2766,1486.000000
2767,1486.000000
2768,1486.000000
2769,1486.000000
2770,1486.000000
2771,1485.000000
2772,1486.000000
2773,1486.000000
2774,1486.000000
2775,1486.000000
2776,1486.000000
2777,1486.000000
2778,1488.000000
2779,1484.000000
2780,1486.000000
2781,1485.000000
2782,1486.000000
2783,1486.000000
2784,1486.000000
2785,1485.000000
2786,1485.000000
2787,1485.000000
2788,1484.000000
2789,1484.000000
2790,1484.000000
2791,1484.000000
2792,1484.000000
2793,1485.000000
2794,1484.000000
2795,1486.000000
2796,1486.000000
2797,1484.000000
2798,1482.000000
2799,1484.000000
2800,1485.000000
2801,1485.000000
2802,1484.000000
2803,1486.000000
2804,1486.000000
2805,1486.000000
2806,1486.000000
2807,1485.000000
2808,1485.000000
2809,1485.000000
2810,1486.000000
2811,1484.000000
2812,1484.000000
2813,1486.000000
2814,1484.000000
2815,1484.000000
2816,1484.000000
2817,1484.000000
2818,1486.000000
2819,1484.000000
2820,1486.000000
2821,1486.000000
2822,1486.000000
2823,1486.000000
2824,1486.000000
2825,1488.000000
2826,1486.000000
2827,1486.000000
2828,1486.000000
2829,1486.000000
2830,1486.000000
2831,1486.000000
2832,1486.000000
2833,1486.000000
2834,1486.000000
2835,1486.000000
2836,1486.000000
2837,1488.000000
2838,1484.000000
2839,1489.000000
2840,1487.000000
2841,1487.000000
2842,1488.000000
2843,1488.000000
2844,1487.000000
2845,1488.000000
2846,1487.000000
2847,1486.000000
2848,1488.000000
2849,1487.000000
2850,1487.000000
2851,1488.000000
2852,1488.000000
2853,1488.000000
2854,1487.000000
2855,1488.000000
2856,1487.000000
2857,1488.000000
2858,1488.000000
2859,1488.000000
2860,1489.000000
2861,1489.000000
2862,1490.000000
2863,1490.000000
2864,1490.000000
2865,1490.000000
2866,1490.000000
2867,1490.000000
2868,1490.000000
2869,1489.000000
2870,1489.000000
2871,1490.000000
2872,1489.000000
2873,1490.000000
2874,1490.000000
2875,1490.000000
2876,1490.000000
2877,1490.000000
2878,1490.000000
2879,1492.000000
2880,1492.000000
2881,1492.000000
2882,1492.000000
2883,1492.000000
2884,1494.000000
2885,1494.000000
2886,1495.000000
2887,1495.000000
2888,1496.000000
2889,1493.000000
2890,1496.000000
2891,1496.000000
2892,1494.000000
2893,1496.000000
2894,1494.000000
2895,1497.000000
2896,1495.000000
2897,1497.000000
2898,1496.000000
2899,1497.000000
2900,1496.000000
2901,1494.000000
2902,1496.000000
2903,1496.000000
2904,1498.000000
2905,1498.000000
2906,1497.000000
2907,1498.000000
2908,1497.000000
2909,1497.000000
2910,1497.000000
2911,1495.000000
2912,1498.000000
2913,1497.000000
2914,1497.000000
2915,1496.000000
2916,1496.000000
2917,1496.000000
2918,1496.000000
2919,1498.000000
2920,1496.000000
2921,1497.000000
2922,1496.000000
2923,1497.000000
2924,1496.000000
2925,1496.000000
2926,1498.000000
2927,1496.000000
2928,1498.000000
2929,1496.000000
2930,1497.000000
2931,1497.000000
2932,1495.000000
2933,1496.000000
2934,1497.000000
2935,1496.000000
2936,1496.000000
2937,1496.000000
2938,1497.000000
2939,1496.000000
2940,1495.000000
2941,1497.000000
2942,1498.000000
2943,1496.000000
2944,1496.000000
2945,1497.000000
2946,1494.000000
2947,1496.000000
2948,1496.000000
2949,1497.000000
2950,1495.000000
2951,1494.000000
2952,1496.000000
2953,1496.000000
2954,1496.000000
2955,1496.000000
2956,1496.000000
2957,1497.000000
2958,1496.000000
2959,1496.000000
2960,1497.000000
2961,1498.000000
2962,1496.000000
2963,1496.000000
2964,1497.000000
2965,1496.000000
2966,1496.000000
2967,1496.000000
2968,1497.000000
2969,1498.000000
2970,1496.000000
2971,1495.000000
2972,1497.000000
2973,1497.000000
2974,1497.000000
2975,1497.000000
2976,1496.000000
2977,1495.000000
2978,1497.000000
2979,1494.000000
2980,1495.000000
2981,1497.000000
2982,1498.000000
2983,1496.000000
2984,1498.000000
2985,1496.000000
2986,1498.000000
2987,1496.000000
2988,1497.000000
2989,1496.000000
2990,1500.000000
2991,1496.000000
2992,1497.000000
2993,1498.000000
2994,1494.000000
2995,1496.000000
2996,1495.000000
2997,1496.000000
2998,1495.000000
2999,1496.000000
3000,1498.000000
3001,1498.000000
3002,1497.000000
3003,1498.000000
3004,1498.000000
3005,1494.000000
3006,1498.000000
3007,1500.000000
3008,1498.000000
3009,1495.000000
3010,1498.000000
3011,1496.000000
3012,1498.000000
3013,1497.000000
3014,1496.000000
3015,1496.000000
3016,1498.000000
3017,1494.000000
3018,1498.000000
3019,1499.000000
3020,1498.000000
3021,1498.000000
3022,1496.000000
3023,1498.000000
3024,1495.000000
3025,1498.000000
3026,1498.000000
3027,1498.000000
3028,1496.000000
3029,1498.000000
3030,1498.000000
3031,1497.000000
3032,1498.000000
3033,1496.000000
3034,1496.000000
3035,1497.000000
3036,1498.000000
3037,1496.000000
3038,1498.000000
3039,1498.000000
3040,1498.000000
3041,1496.000000
3042,1496.000000
3043,1498.000000
3044,1498.000000
3045,1496.000000
3046,1498.000000
3047,1495.000000
3048,1498.000000
3049,1497.000000
3050,1498.000000
3051,1498.000000
3052,1495.000000
3053,1498.000000
3054,1498.000000
3055,1498.000000
3056,1498.000000
3057,1497.000000
3058,1496.000000
3059,1496.000000
3060,1498.000000
3061,1498.000000
3062,1498.000000
3063,1495.000000
3064,1496.000000
3065,1498.000000
3066,1497.000000
3067,1497.000000
3068,1496.000000
3069,1498.000000
3070,1498.000000
3071,1496.000000
3072,1498.000000
3073,1498.000000
3074,1498.000000
3075,1496.000000
3076,1498.000000
3077,1496.000000
3078,1498.000000
3079,1496.000000
3080,1498.000000
3081,1498.000000
3082,1498.000000
3083,1496.000000
3084,1498.000000
3085,1498.000000
3086,1498.000000
3087,1497.000000
3088,1497.000000
3089,1497.000000
3090,1497.000000
3091,1496.000000
3092,1496.000000
3093,1496.000000
3094,1498.000000
3095,1498.000000
3096,1498.000000
3097,1496.000000
3098,1496.000000
3099,1497.000000
3100,1498.000000
3101,1498.000000
3102,1498.000000
3103,1498.000000
3104,1498.000000
3105,1498.000000
3106,1497.000000
3107,1498.000000
3108,1496.000000
3109,1498.000000
3110,1498.000000
3111,1498.000000
3112,1498.000000
3113,1498.000000
3114,1496.000000
3115,1498.000000
3116,1498.000000
3117,1496.000000
3118,1496.000000
3119,1498.000000
3120,1498.000000
3121,1498.000000
3122,1498.000000
3123,1497.000000
3124,1498.000000
3125,1498.000000
3126,1496.000000
3127,1498.000000
3128,1498.000000
3129,1498.000000
3130,1497.000000
3131,1498.000000
3132,1498.000000
3133,1498.000000
3134,1498.000000
3135,1498.000000
3136,1498.000000
3137,1498.000000
3138,1498.000000
3139,1499.000000
3140,1497.000000
3141,1498.000000
3142,1496.000000
3143,1498.000000
3144,1496.000000
3145,1498.000000
3146,1496.000000
3147,1496.000000
3148,1498.000000
3149,1496.000000
3150,1498.000000
3151,1498.000000
3152,1498.000000
3153,1497.000000
3154,1498.000000
3155,1498.000000
3156,1498.000000
3157,1498.000000
3158,1496.000000
3159,1498.000000
3160,1497.000000
3161,1498.000000
3162,1498.000000
3163,1498.000000
3164,1496.000000
3165,1499.000000
3166,1500.000000
3167,1500.000000
3168,1499.000000
3169,1498.000000
3170,1498.000000
3171,1498.000000
3172,1498.000000
3173,1497.000000
3174,1494.000000
3175,1496.000000
3176,1496.000000
3177,1497.000000
3178,1498.000000
3179,1498.000000
3180,1498.000000
3181,1498.000000
3182,1498.000000
3183,1498.000000
3184,1496.000000
3185,1496.000000
3186,1498.000000
3187,1495.000000
3188,1497.000000
3189,1496.000000
3190,1498.000000
3191,1498.000000
3192,1500.000000
3193,1496.000000
3194,1498.000000
3195,1498.000000
3196,1498.000000
3197,1498.000000
3198,1498.000000
3199,1498.000000
3200,1495.000000
3201,1497.000000
3202,1494.000000
3203,1497.000000
3204,1496.000000
3205,1498.000000
3206,1498.000000
3207,1498.000000
3208,1498.000000
3209,1499.000000
3210,1496.000000
3211,1498.000000
3212,1498.000000
3213,1494.000000
3214,1497.000000
3215,1494.000000
3216,1496.000000
